region_level,name,region,long,lat,month_no,month,date,id,admission_type,admissions,monthly covid cases
CCG,FIX_SIZE,NA,2.960542513,51.77036148,4,Jul-18,07/01/2018,ABC,GP_ref,83000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,4,Jul-18,07/01/2018,ABC,DNA,70000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,4,Jul-18,07/01/2018,ABC,first_attendance,186000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,5,Aug-18,08/01/2018,ABC,total_admissions,919000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,5,Aug-18,08/01/2018,ABC,daycase_elective,36000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,5,Aug-18,08/01/2018,ABC,ordinary_elective,14000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,5,Aug-18,08/01/2018,ABC,non_elective,45000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,5,Aug-18,08/01/2018,ABC,GP_ref,83000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,5,Aug-18,08/01/2018,ABC,DNA,70000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,5,Aug-18,08/01/2018,ABC,first_attendance,186000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,6,Sep-18,09/01/2018,ABC,total_admissions,919000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,6,Sep-18,09/01/2018,ABC,daycase_elective,36000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,6,Sep-18,09/01/2018,ABC,ordinary_elective,14000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,6,Sep-18,09/01/2018,ABC,non_elective,45000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,6,Sep-18,09/01/2018,ABC,GP_ref,83000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,6,Sep-18,09/01/2018,ABC,DNA,70000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,6,Sep-18,09/01/2018,ABC,first_attendance,186000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,7,Oct-18,10/01/2018,ABC,total_admissions,919000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,7,Oct-18,10/01/2018,ABC,daycase_elective,36000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,7,Oct-18,10/01/2018,ABC,ordinary_elective,14000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,7,Oct-18,10/01/2018,ABC,non_elective,45000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,7,Oct-18,10/01/2018,ABC,GP_ref,83000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,7,Oct-18,10/01/2018,ABC,DNA,70000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,7,Oct-18,10/01/2018,ABC,first_attendance,186000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,8,Nov-18,11/01/2018,ABC,total_admissions,919000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,8,Nov-18,11/01/2018,ABC,daycase_elective,36000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,8,Nov-18,11/01/2018,ABC,ordinary_elective,14000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,8,Nov-18,11/01/2018,ABC,non_elective,45000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,8,Nov-18,11/01/2018,ABC,GP_ref,83000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,8,Nov-18,11/01/2018,ABC,DNA,70000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,8,Nov-18,11/01/2018,ABC,first_attendance,186000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,9,Dec-18,12/01/2018,ABC,total_admissions,919000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,9,Dec-18,12/01/2018,ABC,daycase_elective,36000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,9,Dec-18,12/01/2018,ABC,ordinary_elective,14000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,9,Dec-18,12/01/2018,ABC,non_elective,45000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,9,Dec-18,12/01/2018,ABC,GP_ref,83000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,9,Dec-18,12/01/2018,ABC,DNA,70000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,9,Dec-18,12/01/2018,ABC,first_attendance,186000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,10,Jan-19,01/01/2019,ABC,total_admissions,919000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,10,Jan-19,01/01/2019,ABC,daycase_elective,36000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,10,Jan-19,01/01/2019,ABC,ordinary_elective,14000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,10,Jan-19,01/01/2019,ABC,non_elective,45000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,10,Jan-19,01/01/2019,ABC,GP_ref,83000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,10,Jan-19,01/01/2019,ABC,DNA,70000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,10,Jan-19,01/01/2019,ABC,first_attendance,186000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,11,Feb-19,02/01/2019,ABC,total_admissions,919000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,11,Feb-19,02/01/2019,ABC,daycase_elective,36000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,11,Feb-19,02/01/2019,ABC,ordinary_elective,14000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,11,Feb-19,02/01/2019,ABC,non_elective,45000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,11,Feb-19,02/01/2019,ABC,GP_ref,83000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,11,Feb-19,02/01/2019,ABC,DNA,70000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,11,Feb-19,02/01/2019,ABC,first_attendance,186000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,12,Mar-19,03/01/2019,ABC,total_admissions,919000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,12,Mar-19,03/01/2019,ABC,daycase_elective,36000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,12,Mar-19,03/01/2019,ABC,ordinary_elective,14000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,12,Mar-19,03/01/2019,ABC,non_elective,45000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,12,Mar-19,03/01/2019,ABC,GP_ref,83000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,12,Mar-19,03/01/2019,ABC,DNA,70000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,12,Mar-19,03/01/2019,ABC,first_attendance,186000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,13,Apr-19,04/01/2019,ABC,total_admissions,919000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,13,Apr-19,04/01/2019,ABC,daycase_elective,36000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,13,Apr-19,04/01/2019,ABC,ordinary_elective,14000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,13,Apr-19,04/01/2019,ABC,non_elective,45000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,13,Apr-19,04/01/2019,ABC,GP_ref,83000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,13,Apr-19,04/01/2019,ABC,DNA,70000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,13,Apr-19,04/01/2019,ABC,first_attendance,186000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,14,May-19,05/01/2019,ABC,total_admissions,919000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,14,May-19,05/01/2019,ABC,daycase_elective,36000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,14,May-19,05/01/2019,ABC,ordinary_elective,14000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,14,May-19,05/01/2019,ABC,non_elective,45000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,14,May-19,05/01/2019,ABC,GP_ref,83000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,14,May-19,05/01/2019,ABC,DNA,70000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,14,May-19,05/01/2019,ABC,first_attendance,186000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,15,Jun-19,06/01/2019,ABC,total_admissions,919000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,15,Jun-19,06/01/2019,ABC,daycase_elective,36000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,15,Jun-19,06/01/2019,ABC,ordinary_elective,14000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,15,Jun-19,06/01/2019,ABC,non_elective,45000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,15,Jun-19,06/01/2019,ABC,GP_ref,83000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,15,Jun-19,06/01/2019,ABC,DNA,70000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,15,Jun-19,06/01/2019,ABC,first_attendance,186000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,16,Jul-19,07/01/2019,ABC,total_admissions,919000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,16,Jul-19,07/01/2019,ABC,daycase_elective,36000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,16,Jul-19,07/01/2019,ABC,ordinary_elective,14000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,16,Jul-19,07/01/2019,ABC,non_elective,45000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,16,Jul-19,07/01/2019,ABC,GP_ref,83000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,16,Jul-19,07/01/2019,ABC,DNA,70000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,16,Jul-19,07/01/2019,ABC,first_attendance,186000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,17,Aug-19,08/01/2019,ABC,total_admissions,919000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,17,Aug-19,08/01/2019,ABC,daycase_elective,36000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,17,Aug-19,08/01/2019,ABC,ordinary_elective,14000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,17,Aug-19,08/01/2019,ABC,non_elective,45000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,17,Aug-19,08/01/2019,ABC,GP_ref,83000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,17,Aug-19,08/01/2019,ABC,DNA,70000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,17,Aug-19,08/01/2019,ABC,first_attendance,186000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,18,Sep-19,09/01/2019,ABC,total_admissions,919000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,18,Sep-19,09/01/2019,ABC,daycase_elective,36000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,18,Sep-19,09/01/2019,ABC,ordinary_elective,14000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,18,Sep-19,09/01/2019,ABC,non_elective,45000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,18,Sep-19,09/01/2019,ABC,GP_ref,83000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,18,Sep-19,09/01/2019,ABC,DNA,70000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,18,Sep-19,09/01/2019,ABC,first_attendance,186000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,19,Oct-19,10/01/2019,ABC,total_admissions,919000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,19,Oct-19,10/01/2019,ABC,daycase_elective,36000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,19,Oct-19,10/01/2019,ABC,ordinary_elective,14000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,19,Oct-19,10/01/2019,ABC,non_elective,45000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,19,Oct-19,10/01/2019,ABC,GP_ref,83000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,19,Oct-19,10/01/2019,ABC,DNA,70000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,19,Oct-19,10/01/2019,ABC,first_attendance,186000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,20,Nov-19,11/01/2019,ABC,total_admissions,919000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,20,Nov-19,11/01/2019,ABC,daycase_elective,36000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,20,Nov-19,11/01/2019,ABC,ordinary_elective,14000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,20,Nov-19,11/01/2019,ABC,non_elective,45000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,20,Nov-19,11/01/2019,ABC,GP_ref,83000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,20,Nov-19,11/01/2019,ABC,DNA,70000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,20,Nov-19,11/01/2019,ABC,first_attendance,186000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,21,Dec-19,12/01/2019,ABC,total_admissions,919000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,21,Dec-19,12/01/2019,ABC,daycase_elective,36000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,21,Dec-19,12/01/2019,ABC,ordinary_elective,14000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,21,Dec-19,12/01/2019,ABC,non_elective,45000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,21,Dec-19,12/01/2019,ABC,GP_ref,83000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,21,Dec-19,12/01/2019,ABC,DNA,70000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,21,Dec-19,12/01/2019,ABC,first_attendance,186000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,22,Jan-20,01/01/2020,ABC,total_admissions,919000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,22,Jan-20,01/01/2020,ABC,daycase_elective,36000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,22,Jan-20,01/01/2020,ABC,ordinary_elective,14000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,22,Jan-20,01/01/2020,ABC,non_elective,45000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,22,Jan-20,01/01/2020,ABC,GP_ref,83000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,22,Jan-20,01/01/2020,ABC,DNA,70000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,22,Jan-20,01/01/2020,ABC,first_attendance,186000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,23,Feb-20,02/01/2020,ABC,total_admissions,919000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,23,Feb-20,02/01/2020,ABC,daycase_elective,36000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,23,Feb-20,02/01/2020,ABC,ordinary_elective,14000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,23,Feb-20,02/01/2020,ABC,non_elective,45000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,23,Feb-20,02/01/2020,ABC,GP_ref,83000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,23,Feb-20,02/01/2020,ABC,DNA,70000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,23,Feb-20,02/01/2020,ABC,first_attendance,186000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,24,Mar-20,03/01/2020,ABC,total_admissions,919000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,24,Mar-20,03/01/2020,ABC,daycase_elective,36000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,24,Mar-20,03/01/2020,ABC,ordinary_elective,14000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,24,Mar-20,03/01/2020,ABC,non_elective,45000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,24,Mar-20,03/01/2020,ABC,GP_ref,83000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,24,Mar-20,03/01/2020,ABC,DNA,70000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,24,Mar-20,03/01/2020,ABC,first_attendance,186000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,25,Apr-20,04/01/2020,ABC,total_admissions,919000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,25,Apr-20,04/01/2020,ABC,daycase_elective,36000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,25,Apr-20,04/01/2020,ABC,ordinary_elective,14000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,25,Apr-20,04/01/2020,ABC,non_elective,45000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,25,Apr-20,04/01/2020,ABC,GP_ref,83000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,25,Apr-20,04/01/2020,ABC,DNA,70000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,25,Apr-20,04/01/2020,ABC,first_attendance,186000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,26,May-20,05/01/2020,ABC,total_admissions,919000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,26,May-20,05/01/2020,ABC,daycase_elective,36000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,26,May-20,05/01/2020,ABC,ordinary_elective,14000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,26,May-20,05/01/2020,ABC,non_elective,45000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,26,May-20,05/01/2020,ABC,GP_ref,83000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,26,May-20,05/01/2020,ABC,DNA,70000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,26,May-20,05/01/2020,ABC,first_attendance,186000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,27,Jun-20,06/01/2020,ABC,total_admissions,919000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,27,Jun-20,06/01/2020,ABC,daycase_elective,36000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,27,Jun-20,06/01/2020,ABC,ordinary_elective,14000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,27,Jun-20,06/01/2020,ABC,non_elective,45000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,27,Jun-20,06/01/2020,ABC,GP_ref,83000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,27,Jun-20,06/01/2020,ABC,DNA,70000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,27,Jun-20,06/01/2020,ABC,first_attendance,186000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,28,Jul-20,07/01/2020,ABC,total_admissions,919000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,28,Jul-20,07/01/2020,ABC,daycase_elective,36000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,28,Jul-20,07/01/2020,ABC,ordinary_elective,14000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,28,Jul-20,07/01/2020,ABC,non_elective,45000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,28,Jul-20,07/01/2020,ABC,GP_ref,83000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,28,Jul-20,07/01/2020,ABC,DNA,70000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,28,Jul-20,07/01/2020,ABC,first_attendance,186000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,29,Aug-20,08/01/2020,ABC,total_admissions,919000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,29,Aug-20,08/01/2020,ABC,daycase_elective,36000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,29,Aug-20,08/01/2020,ABC,ordinary_elective,14000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,29,Aug-20,08/01/2020,ABC,non_elective,45000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,29,Aug-20,08/01/2020,ABC,GP_ref,83000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,29,Aug-20,08/01/2020,ABC,DNA,70000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,29,Aug-20,08/01/2020,ABC,first_attendance,186000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,30,Sep-20,09/01/2020,ABC,total_admissions,919000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,30,Sep-20,09/01/2020,ABC,daycase_elective,36000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,30,Sep-20,09/01/2020,ABC,ordinary_elective,14000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,30,Sep-20,09/01/2020,ABC,non_elective,45000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,30,Sep-20,09/01/2020,ABC,GP_ref,83000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,30,Sep-20,09/01/2020,ABC,DNA,70000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,30,Sep-20,09/01/2020,ABC,first_attendance,186000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,31,Oct-20,10/01/2020,ABC,total_admissions,919000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,31,Oct-20,10/01/2020,ABC,daycase_elective,36000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,31,Oct-20,10/01/2020,ABC,ordinary_elective,14000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,31,Oct-20,10/01/2020,ABC,non_elective,45000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,31,Oct-20,10/01/2020,ABC,GP_ref,83000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,31,Oct-20,10/01/2020,ABC,DNA,70000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,31,Oct-20,10/01/2020,ABC,first_attendance,186000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,32,Nov-20,11/01/2020,ABC,total_admissions,919000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,32,Nov-20,11/01/2020,ABC,daycase_elective,36000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,32,Nov-20,11/01/2020,ABC,ordinary_elective,14000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,32,Nov-20,11/01/2020,ABC,non_elective,45000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,32,Nov-20,11/01/2020,ABC,GP_ref,83000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,32,Nov-20,11/01/2020,ABC,DNA,70000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,32,Nov-20,11/01/2020,ABC,first_attendance,186000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,33,Dec-20,12/01/2020,ABC,total_admissions,919000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,33,Dec-20,12/01/2020,ABC,daycase_elective,36000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,33,Dec-20,12/01/2020,ABC,ordinary_elective,14000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,33,Dec-20,12/01/2020,ABC,non_elective,45000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,33,Dec-20,12/01/2020,ABC,GP_ref,83000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,33,Dec-20,12/01/2020,ABC,DNA,70000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,33,Dec-20,12/01/2020,ABC,first_attendance,186000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,34,Jan-21,01/01/2021,ABC,total_admissions,919000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,34,Jan-21,01/01/2021,ABC,daycase_elective,36000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,34,Jan-21,01/01/2021,ABC,ordinary_elective,14000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,34,Jan-21,01/01/2021,ABC,non_elective,45000,68000
CCG,FIX_SIZE,NA,2.960542513,51.77036148,34,Jan-21,01/01/2021,ABC,GP_ref,83000,68000
